,torque_sensor_b_6,torque_sensor_a_6,torque_sensor_b_5,torque_sensor_a_3,torque_sensor_b_3,torque_sensor_a_4,torque_sensor_b_4,io_current,power_load_mech_6,power_motor_el_1,power_motor_mech_1,brake_voltage_2,robot_voltage,supply_voltage_1,supply_voltage_2,supply_voltage_5,supply_voltage_3,brake_voltage_3,torque_sensor_b_2,motor_iq_2
1543025,-0.04967999458312988,0.04974237084388733,0.04077339172363281,-23.181629180908203,-23.803634643554688,-4.4083075523376465,-4.69112491607666,0.08788999170064926,-6.483923061750829e-05,0.7819282412528992,0.00010369579831603914,10.694564819335938,48.54109191894531,47.683284759521484,47.462154388427734,47.62297821044922,47.86420822143555,12.141951560974121,34.89726638793945,4.109123229980469
572107,-0.013799160718917847,-0.04421323537826538,0.21917414665222168,-23.816791534423828,-23.584766387939453,-4.231215476989746,-4.291022300720215,0.08788999170064926,5.132814112585038e-05,1.2105175256729126,1.425339846150564e-09,10.87548828125,48.5618896484375,47.683284759521484,47.48225784301758,47.6430778503418,47.8441047668457,12.10174560546875,41.97294616699219,4.340991020202637
2022514,-0.05796021223068237,0.0580325722694397,0.029075026512145996,-23.07211685180664,-23.65042495727539,-4.331186771392822,-4.613962173461914,0.08788999170064926,6.812925903432188e-07,0.898913562297821,0.00020404109091032296,10.935797691345215,48.5618896484375,47.66318130493164,47.442054748535156,47.6430778503418,47.86420822143555,12.101746559143066,35.06232833862305,4.0351386070251465
214434,-0.030359536409378052,0.030398547649383545,0.08756709098815918,-22.885948181152344,-23.5957088470459,-4.348324775695801,-4.54823112487793,0.08788999170064926,-5.93381355429301e-06,1.1462534666061401,0.0003186741378158331,10.87548828125,48.5618896484375,47.683284759521484,47.48225784301758,47.6430778503418,47.884307861328125,12.021332740783691,34.864253997802734,4.069304943084717
761373,-0.01931929588317871,0.03592535853385925,0.10511469841003418,-23.510160446166992,-24.208541870117188,-4.511135101318359,-4.69112491607666,0.08788999170064926,-3.4748097732517635e-06,0.8697134256362915,1.7554499208927155e-05,10.754873275756836,48.5618896484375,47.70338821411133,47.48225784301758,47.66318130493164,47.90441131591797,12.101744651794434,34.853248596191406,4.0805816650390625
1807369,-0.20700368285179138,-0.13264204561710358,0.7192809581756592,-32.26008605957031,-33.007057189941406,-4.796767711639404,-5.019781112670898,0.08788999170064926,0.15134647488594055,2.5501792430877686,0.7950173020362854,10.75487232208252,48.5618896484375,47.66318130493164,47.462154388427734,47.62297821044922,47.86420822143555,12.282669067382812,30.264511108398438,3.130840301513672
202183,-0.2677251398563385,-0.0746106505393982,0.5057849884033203,-29.653724670410156,-30.566673278808594,-4.471146583557129,-4.4282002449035645,0.08788999170064926,0.2413426786661148,10.5540132522583,11.701086044311523,10.795077323913574,48.5618896484375,47.683284759521484,47.462154388427734,47.602874755859375,47.86420822143555,11.820310592651367,34.82023620605469,4.082600116729736
351321,-0.3339667022228241,-0.06079363822937012,0.4736144542694092,-33.17997741699219,-31.96743392944336,-4.742497444152832,-5.051217555999756,0.1025383323431015,0.004305131733417511,0.4929507374763489,-0.16905657947063446,10.815179824829102,48.58268737792969,47.66318130493164,47.462154388427734,47.6430778503418,47.86420822143555,12.202259063720703,30.616641998291016,3.3919355869293213
2258560,-0.13248196244239807,-0.0552668571472168,0.10219001770019531,-32.52291488647461,-30.785541534423828,-4.354037284851074,-4.665404319763184,0.08788999170064926,0.00017415423644706607,0.13549797236919403,4.314059526278058e-12,10.915692329406738,48.5618896484375,47.66318130493164,47.462154388427734,47.602874755859375,47.82400131225586,12.222359657287598,30.330535888671875,3.7051525115966797
1371447,-0.035879671573638916,0.04974237084388733,0.06709480285644531,-32.709083557128906,-31.474979400634766,-4.55112361907959,-4.779719352722168,0.08788999170064926,-1.2838988368457649e-05,0.6409395337104797,0.0,10.875487327575684,48.5618896484375,47.70338821411133,47.462154388427734,47.6430778503418,47.8441047668457,12.121848106384277,29.417190551757812,2.0505213737487793
1376996,-0.09936118125915527,0.022108346223831177,0.029075026512145996,-32.665279388427734,-31.55158233642578,-4.508278846740723,-4.776861190795898,0.08788999170064926,-2.6876134143094532e-05,0.5723674297332764,0.0,10.855384826660156,48.58268737792969,47.683284759521484,47.462154388427734,47.62297821044922,47.86420822143555,11.840413093566895,29.45020294189453,2.0857183933258057
1378119,-0.11040142178535461,-0.013815850019454956,0.055396437644958496,-32.6214714050293,-31.540637969970703,-4.528273105621338,-4.765429973602295,0.08788999170064926,-1.266279241463053e-06,0.7344820499420166,0.0,10.976000785827637,48.58268737792969,47.683284759521484,47.48225784301758,47.6430778503418,47.86420822143555,11.71979808807373,29.48321533203125,2.028712272644043
765501,-0.09108096361160278,-0.022106051445007324,0.1987018585205078,-33.9575080871582,-34.68140411376953,-2.7744908332824707,-2.647742986679077,0.07324166595935822,0.0003025843179784715,0.32649269700050354,5.049854735261761e-06,10.795080184936523,48.54109191894531,47.602874755859375,47.36164474487305,47.522464752197266,47.763694763183594,10.895591735839844,38.66069030761719,5.078317642211914
2147736,-0.1683628261089325,0.06079596281051636,-0.22536522150039673,-30.190330505371094,-29.92101287841797,-3.4685773849487305,-3.5994162559509277,0.08788999170064926,0.00012810560292564332,0.00246076425537467,0.01229217741638422,10.895589828491211,48.520294189453125,47.62297821044922,47.381744384765625,47.542564392089844,47.78379821777344,10.835285186767578,27.513465881347656,2.857553005218506
483795,-0.22080400586128235,0.030398547649383545,0.2542693614959717,-28.9090518951416,-27.152324676513672,-3.0858302116394043,-3.007835626602173,0.08788999170064926,-0.00012589308607857674,0.8560036420822144,1.1879804695524854e-08,10.674463272094727,48.54109191894531,47.6430778503418,47.40184783935547,47.58277130126953,47.78379821777344,10.835285186767578,27.909618377685547,3.142427921295166
2215563,-0.09936118125915527,0.011054754257202148,0.2601184844970703,-27.529212951660156,-27.787044525146484,-4.0684051513671875,-4.17099142074585,0.08788999170064926,4.0394810639554635e-05,-0.0010931971482932568,2.1662102667185934e-10,10.97600269317627,48.54109191894531,47.56266784667969,47.3415412902832,47.522464752197266,47.723487854003906,11.076513290405273,38.01144790649414,4.496072769165039
327348,-0.05520012974739075,0.06908616423606873,0.1987018585205078,-29.850845336914062,-28.6734619140625,-3.979858875274658,-3.8080410957336426,0.08788999170064926,4.2141818994423375e-05,0.6283553838729858,0.011377114802598953,10.774974822998047,48.54109191894531,47.602874755859375,47.381744384765625,47.522464752197266,47.763694763183594,10.976001739501953,30.737689971923828,3.7971787452697754
271001,-0.035879671573638916,0.06908616423606873,0.10511469841003418,-31.39495086669922,-30.128936767578125,-2.6516690254211426,-2.7620580196380615,0.1025383323431015,-5.354829772841185e-05,0.824088990688324,0.011942614801228046,10.694565773010254,48.54109191894531,47.62297821044922,47.40184783935547,47.522464752197266,47.763694763183594,10.795079231262207,33.455718994140625,4.3716936111450195
2139355,-0.03311961889266968,0.06632277369499207,0.19285273551940918,-31.15402603149414,-29.63648223876953,-2.983002185821533,-3.1707346439361572,0.08788999170064926,-4.159800027991878e-06,0.9092243313789368,0.006543542258441448,10.976003646850586,48.5618896484375,47.58277130126953,47.36164474487305,47.542564392089844,47.74359130859375,10.855385780334473,33.01555252075195,4.039754390716553
1384341,-0.1766429841518402,0.0773763656616211,0.20162653923034668,-32.019161224365234,-31.978374481201172,-2.9344449043273926,-2.9563937187194824,0.08788999170064926,0.00014988328621257097,-0.014630107209086418,-0.022248532623052597,10.67446231842041,48.54109191894531,47.602874755859375,47.381744384765625,47.50236129760742,47.74359130859375,10.915693283081055,35.73358154296875,4.653319358825684
246549,-0.03311961889266968,0.09119334816932678,0.020301222801208496,-33.661827087402344,-32.53649139404297,-3.322904586791992,-3.1364400386810303,0.08788999170064926,-9.694050277175847e-06,0.8220193982124329,0.0007910673739388585,10.976000785827637,48.54109191894531,47.602874755859375,47.381744384765625,47.522464752197266,47.763694763183594,10.77497673034668,34.8752555847168,4.124118328094482
1687627,-0.14628228545188904,0.03592535853385925,-0.029416918754577637,-32.303890228271484,-30.796485900878906,-2.8001976013183594,-2.6163063049316406,0.08788999170064926,0.00014511472545564175,0.6214194893836975,1.6543024727866396e-09,11.016205787658691,48.54109191894531,47.62297821044922,47.381744384765625,47.522464752197266,47.74359130859375,10.95589828491211,31.034801483154297,3.700244903564453
2182743,-0.08280077576637268,-0.04974004626274109,0.309836745262146,-28.35054588317871,-27.19609832763672,-3.2743473052978516,-3.6108474731445312,0.08788999170064926,0.00011866883869515732,0.3185942471027374,0.0009113420965149999,10.694565773010254,48.58268737792969,47.602874755859375,47.40184783935547,47.58277130126953,47.78379821777344,10.795080184936523,27.62350845336914,3.205162763595581
1733349,-0.08280077576637268,-0.06079363822937012,0.292289137840271,-27.726333618164062,-27.283645629882812,-3.1286749839782715,-3.030698537826538,0.08788999170064926,-1.2473076822061557e-05,0.2771221101284027,6.4981491298965466e-09,10.935796737670898,48.5618896484375,47.6430778503418,47.40184783935547,47.58277130126953,47.82400131225586,11.096616744995117,30.46258544921875,3.247258424758911
562203,-0.10488131642341614,-0.07737404108047485,0.3069121837615967,-28.35054588317871,-28.782894134521484,-3.1629505157470703,-3.4308013916015625,0.08788999170064926,0.0001829346874728799,0.06929705291986465,1.0397499181635794e-06,10.935796737670898,48.5618896484375,47.6430778503418,47.42195129394531,47.58277130126953,47.803897857666016,10.855384826660156,24.53133773803711,3.0903801918029785
1161900,-0.08004072308540344,-0.10500805079936981,0.23672175407409668,-27.529212951660156,-28.793838500976562,-3.482858657836914,-3.302196979522705,0.08788999170064926,0.00013670476619154215,0.4173566699028015,0.02105170488357544,10.875490188598633,48.5618896484375,47.6430778503418,47.442054748535156,47.602874755859375,47.82400131225586,10.855385780334473,28.437816619873047,3.226635694503784
72563,-0.07728064060211182,-0.05250343680381775,0.01737666130065918,-30.759788513183594,-29.198745727539062,-2.56597900390625,-2.7134742736816406,0.08788999170064926,9.069934458239004e-05,0.19087253510951996,2.0206106924564523e-19,10.89559268951416,48.58268737792969,47.66318130493164,47.442054748535156,47.602874755859375,47.82400131225586,11.116719245910645,27.194347381591797,3.1277823448181152
71470,-0.10488131642341614,-0.0746106505393982,0.292289137840271,-28.153425216674805,-28.476478576660156,-2.4117379188537598,-2.6420273780822754,0.08788999170064926,5.488538590725511e-06,0.4498159885406494,0.010999883525073528,10.895591735839844,48.58268737792969,47.66318130493164,47.42195129394531,47.58277130126953,47.803897857666016,10.815179824829102,27.09531021118164,3.4105944633483887
46039,-0.07452058792114258,-0.03315964341163635,0.1080392599105835,-27.167827606201172,-26.430057525634766,-2.657381534576416,-2.7334792613983154,0.08788999170064926,0.0002524075098335743,0.1315707564353943,0.00045741721987724304,10.895590782165527,48.58268737792969,47.6430778503418,47.40184783935547,47.56266784667969,47.803897857666016,11.076513290405273,22.594602584838867,2.8201889991760254
1677078,-0.07452058792114258,0.03316196799278259,0.7368285655975342,-23.334943771362305,-22.424762725830078,-2.1975135803222656,-2.2876505851745605,0.08788999170064926,2.6851912480196916e-06,0.367055743932724,-1.6240352433086885e-14,10.714669227600098,48.54109191894531,47.66318130493164,47.42195129394531,47.602874755859375,47.803897857666016,10.835282325744629,10.36897087097168,1.818576455116272
2159608,-0.1269618272781372,-0.07184724509716034,0.3069121837615967,-23.80584144592285,-24.033447265625,-2.3431859016418457,-2.359097480773926,0.08788999170064926,0.0001353739353362471,0.6894230842590332,7.68160930419981e-08,11.016206741333008,48.54109191894531,47.62297821044922,47.40184783935547,47.56266784667969,47.78379821777344,10.855387687683105,18.335988998413086,2.5710623264312744
1306599,-0.06900045275688171,-0.10777144134044647,0.222098708152771,-26.44505500793457,-24.56967544555664,-1.9033122062683105,-1.8475375175476074,0.08788999170064926,0.00017484241107013077,0.6232885718345642,0.018390418961644173,10.6543607711792,48.54109191894531,47.62297821044922,47.40184783935547,47.56266784667969,47.78379821777344,10.955900192260742,19.722515106201172,2.7233214378356934
937984,-0.05244007706642151,0.05250576138496399,0.064170241355896,-22.491708755493164,-24.05533218383789,-2.8087668418884277,-3.1507294178009033,0.08788999170064926,-1.8966410380016896e-06,0.6946141123771667,-8.12846701592207e-06,10.87548828125,48.54109191894531,47.62297821044922,47.40184783935547,47.542564392089844,47.803897857666016,11.076513290405273,19.227327346801758,2.74354887008667
1702173,-0.04139980673789978,0.08013975620269775,0.11096382141113281,-23.23638343811035,-24.76665496826172,-2.648812770843506,-2.9763989448547363,0.08788999170064926,3.1402428248838987e-06,0.5295554399490356,-4.138785880059004e-05,10.774974822998047,48.5618896484375,47.62297821044922,47.381744384765625,47.56266784667969,47.78379821777344,10.835285186767578,19.19431495666504,2.73333740234375
1077488,-0.04139980673789978,0.030398547649383545,0.11973762512207031,-21.363746643066406,-22.632686614990234,-2.9572954177856445,-3.2621865272521973,0.08788999170064926,-3.1528202271147165e-06,0.47945842146873474,-0.0008203264442272484,10.935796737670898,48.5618896484375,47.602874755859375,47.40184783935547,47.56266784667969,47.78379821777344,10.81518268585205,19.260339736938477,3.0904810428619385
1444633,-0.07452058792114258,-0.09119103848934174,0.10219001770019531,-26.182228088378906,-26.364395141601562,-2.408881187438965,-2.2533559799194336,0.08788999170064926,0.00018545545754022896,0.2976354956626892,0.0002454293135087937,10.835284233093262,48.5618896484375,47.62297821044922,47.42195129394531,47.56266784667969,47.78379821777344,10.81518268585205,23.386903762817383,2.966242551803589
573272,-0.046919941902160645,-0.04144984483718872,0.00860285758972168,-24.397199630737305,-24.744770050048828,-2.7859158515930176,-2.884946823120117,0.08788999170064926,0.00020209579088259488,0.4240500330924988,0.0020552335772663355,10.674464225769043,48.5618896484375,47.62297821044922,47.42195129394531,47.56266784667969,47.803897857666016,10.815179824829102,20.184690475463867,2.5944809913635254
1227295,-0.04415985941886902,0.027635157108306885,0.1957772970199585,-21.089969635009766,-21.122493743896484,-2.374605655670166,-2.464838981628418,0.08788999170064926,1.4234632544685155e-05,0.8665234446525574,1.9976366161245096e-07,10.855385780334473,48.5618896484375,47.62297821044922,47.40184783935547,47.56266784667969,47.803897857666016,11.156923294067383,16.33323097229004,2.5878286361694336
1615153,-0.03863975405693054,0.07461294531822205,0.3712533712387085,-23.433504104614258,-24.416465759277344,-1.851898431777954,-1.9675683975219727,0.08788999170064926,1.2609429177246056e-05,0.5187625885009766,0.030885864049196243,10.734769821166992,48.5618896484375,47.62297821044922,47.381744384765625,47.56266784667969,47.78379821777344,10.996105194091797,18.633102416992188,2.558415174484253
181454,-0.03311961889266968,0.04145216941833496,0.2630431652069092,-23.58681869506836,-24.76665496826172,-1.9718639850616455,-2.087599277496338,0.08788999170064926,2.2475054720416665e-05,0.6610329151153564,0.004669239278882742,10.654361724853516,48.5618896484375,47.62297821044922,47.42195129394531,47.58277130126953,47.803897857666016,10.915692329406738,18.930213928222656,3.0272021293640137
242102,-0.03311961889266968,0.04974237084388733,0.2864398956298828,-25.1528263092041,-26.473831176757812,-2.431732177734375,-2.479128360748291,0.08788999170064926,-5.120392415847164e-06,0.3864724040031433,0.04376022517681122,10.694565773010254,48.5618896484375,47.62297821044922,47.40184783935547,47.56266784667969,47.803897857666016,11.016204833984375,20.05263900756836,3.0510363578796387
