,brake_voltage_2,robot_voltage,supply_voltage_2,torque_sensor_b_6,torque_sensor_a_6,torque_sensor_a_3,torque_sensor_b_5,brake_voltage_3,io_current,power_load_mech_6
699803,12.001233100891113,48.54109191894531,47.50236129760742,-0.2097637951374054,-0.03315964341163635,-35.556365966796875,-0.6406586170196533,10.895589828491211,0.08788999170064926,-0.00017850284348241985
1129917,12.061539649963379,48.54109191894531,47.48225784301758,-0.21252384781837463,-0.030396252870559692,-35.501609802246094,-0.6435831785202026,10.97600269317627,0.08788999170064926,7.471761637134477e-05
1802424,12.1620512008667,48.5618896484375,47.462154388427734,0.09936350584030151,0.11606395244598389,-35.22783279418945,-1.4800190925598145,11.09661865234375,0.07324166595935822,0.013224366120994091
627910,11.820307731628418,48.58268737792969,47.462154388427734,0.12144403159618378,0.11882737278938293,-35.10737228393555,-1.1144440174102783,10.815181732177734,0.1025383323431015,0.009242169559001923
1734959,11.619282722473145,48.5618896484375,47.48225784301758,0.046922266483306885,0.1962025761604309,-36.114871978759766,-1.3279398679733276,10.935797691345215,0.08788999170064926,0.045172665268182755
830291,12.061538696289062,48.5618896484375,47.462154388427734,-0.002758890390396118,0.1906757354736328,-34.724082946777344,-1.3688843250274658,10.79507827758789,0.08788999170064926,0.018945805728435516
173180,11.478567123413086,48.5618896484375,47.522464752197266,0.1738852709531784,0.07461294531822205,-39.84919738769531,0.397574782371521,10.97600269317627,0.08788999170064926,0.03037451021373272
1809245,11.558974266052246,48.5618896484375,47.462154388427734,0.011041432619094849,0.24870717525482178,-34.35174560546875,0.21917414665222168,10.875490188598633,0.08788999170064926,0.0003474014229141176
58019,11.418257713317871,48.58268737792969,47.48225784301758,-0.046919941902160645,0.2846313714981079,-37.702781677246094,-0.8190592527389526,11.076512336730957,0.08788999170064926,0.01875961571931839
1969416,11.961027145385742,48.5618896484375,47.40184783935547,-0.3174063265323639,0.00552794337272644,-34.40650177001953,-0.48857933282852173,11.056410789489746,0.08788999170064926,0.22335253655910492
1705140,11.82030963897705,48.54109191894531,47.32143783569336,-0.005518972873687744,0.06079596281051636,-31.252586364746094,-0.7576426267623901,10.815181732177734,0.08788999170064926,0.3018175959587097
2318483,12.041439056396484,48.54109191894531,47.36164474487305,-0.05796021223068237,-0.11606164276599884,-28.24103546142578,-0.4768809676170349,11.076515197753906,0.08788999170064926,0.14471781253814697
1948208,12.121848106384277,48.54109191894531,47.42195129394531,-0.07728064060211182,0.008291363716125488,-30.069866180419922,-1.1934082508087158,10.815179824829102,0.08788999170064926,0.14055369794368744
1672866,11.920823097229004,48.54109191894531,47.42195129394531,0.013801485300064087,0.030398547649383545,-31.055465698242188,-0.6435831785202026,10.875487327575684,0.08788999170064926,0.15773549675941467
1419859,11.719796180725098,48.5618896484375,47.32143783569336,0.005521297454833984,-0.05250343680381775,-33.497562408447266,0.5672016143798828,10.895589828491211,0.11718666553497314,0.033568352460861206
1234921,11.478565216064453,48.54109191894531,47.40184783935547,0.06624272465705872,0.1658051609992981,-32.24913787841797,0.4823882579803467,11.01620864868164,0.1025383323431015,0.07639836519956589
1831347,11.659489631652832,48.54109191894531,47.3415412902832,-0.04967999458312988,0.03868874907493591,-33.147125244140625,0.2776660919189453,11.116718292236328,0.1025383323431015,6.798616709602356e-07
1896263,11.900718688964844,48.54109191894531,47.381744384765625,-0.19320335984230042,0.18238556385040283,-33.486610412597656,0.07586860656738281,10.835284233093262,0.08788999170064926,-0.03653176501393318
2071965,11.599183082580566,48.5618896484375,47.36164474487305,-0.07176053524017334,-0.06632044911384583,-32.150577545166016,0.1548328399658203,11.056411743164062,0.08788999170064926,6.348241004161537e-05
1570314,11.760002136230469,48.5618896484375,47.3415412902832,-0.06624040007591248,0.04974237084388733,-30.398399353027344,0.151908278465271,10.875487327575684,0.08788999170064926,-5.681126822310034e-06
491201,10.131694793701172,48.5618896484375,47.42195129394531,-0.16284266114234924,-0.18514664471149445,-33.40995407104492,-0.8687775135040283,11.016204833984375,0.07324166595935822,0.2002865970134735
31813,9.870362281799316,48.5618896484375,47.36164474487305,-0.05520012974739075,-0.23488785326480865,-31.121173858642578,-0.45348411798477173,10.795077323913574,0.08788999170064926,0.2614978551864624
498478,9.910566329956055,48.5618896484375,47.42195129394531,-0.19044330716133118,-0.23488785326480865,-25.8317928314209,0.5233325958251953,11.056411743164062,0.07324166595935822,0.20342174172401428
1885133,9.64923095703125,48.5618896484375,47.462154388427734,-0.32292643189430237,-0.18514664471149445,-33.39900207519531,0.7163562774658203,10.996105194091797,0.08788999170064926,0.058355145156383514
1893816,9.99097728729248,48.5618896484375,47.442054748535156,-0.32016637921333313,-0.21554404497146606,-32.577667236328125,0.5262572765350342,11.09661865234375,0.08788999170064926,0.09683149307966232
628611,9.910564422607422,48.603485107421875,47.462154388427734,-0.24564459919929504,-0.09671784937381744,-32.50101089477539,0.6315429210662842,10.996102333068848,0.1025383323431015,0.20406144857406616
216530,10.25230884552002,48.58268737792969,47.48225784301758,-0.4250488579273224,-0.1630394458770752,-32.00821304321289,0.6695626974105835,10.915695190429688,0.1025383323431015,0.2343917340040207
207732,9.789952278137207,48.58268737792969,47.442054748535156,-0.22080400586128235,0.1713319718837738,-30.705032348632812,0.643241286277771,10.935797691345215,0.08788999170064926,0.1649901419878006
344650,10.031182289123535,48.58268737792969,47.42195129394531,-0.046919941902160645,-0.14645904302597046,-30.09177017211914,0.6549396514892578,10.815179824829102,0.08788999170064926,0.30846548080444336
477337,9.830157279968262,48.5618896484375,47.442054748535156,-0.09384104609489441,0.05250576138496399,-28.120573043823242,0.8421140909194946,10.895589828491211,0.08788999170064926,0.34035032987594604
843300,9.588926315307617,48.54109191894531,47.442054748535156,0.05796253681182861,0.07184955477714539,-35.008811950683594,-1.050102710723877,11.076515197753906,0.11718666553497314,0.10891396552324295
2104641,9.609028816223145,48.54109191894531,47.442054748535156,-0.07728064060211182,0.08013975620269775,-23.017362594604492,0.1255868673324585,10.895590782165527,0.1025383323431015,-4.466280927317712e-07
1409862,9.669337272644043,48.54109191894531,47.36164474487305,-0.04967999458312988,0.06355935335159302,-30.792640686035156,-0.01771855354309082,11.01620864868164,0.11718666553497314,-2.6374415028840303e-05
499851,9.5889253616333,48.58268737792969,47.42195129394531,0.044162213802337646,0.027635157108306885,-31.230682373046875,-1.0296305418014526,10.87548828125,0.08788999170064926,0.1910167634487152
658639,9.749746322631836,48.5618896484375,47.42195129394531,-0.1269618272781372,0.2652875781059265,-30.02606201171875,-1.1115193367004395,11.076516151428223,0.08788999170064926,0.12754209339618683
537952,9.649232864379883,48.5618896484375,47.42195129394531,-0.07176053524017334,-0.1879100501537323,-32.18342971801758,0.5525786876678467,11.07651424407959,0.1025383323431015,0.15627984702587128
2019403,9.709540367126465,48.54109191894531,47.42195129394531,0.024841755628585815,-0.07737404108047485,-31.72348403930664,0.4736144542694092,10.955897331237793,0.1025383323431015,-0.0007422317867167294
1651132,9.850257873535156,48.5618896484375,47.40184783935547,0.08004304766654968,-0.1436956524848938,-32.084869384765625,0.5087096691131592,11.116721153259277,0.08788999170064926,0.0076837800443172455
2175502,9.810052871704102,48.54109191894531,47.32143783569336,0.046922266483306885,0.022108346223831177,-28.41625213623047,-0.20781761407852173,10.855384826660156,0.08788999170064926,0.10588528215885162
491619,9.6492338180542,48.54109191894531,47.3415412902832,0.044162213802337646,-0.024869441986083984,-29.106170654296875,0.2718169689178467,11.116718292236328,0.08788999170064926,0.01846385933458805
891296,9.68943977355957,48.54109191894531,47.36164474487305,0.08832323551177979,0.03868874907493591,-30.672176361083984,0.4765390157699585,10.996105194091797,0.08788999170064926,0.11488274484872818
803587,9.870360374450684,48.54109191894531,47.40184783935547,-0.03311961889266968,-0.00276222825050354,-28.405302047729492,-1.0442535877227783,11.0966157913208,0.08788999170064926,0.07275222986936569
931228,9.950770378112793,48.54109191894531,47.40184783935547,0.14628461003303528,-0.04144984483718872,-33.7603874206543,-1.0208567380905151,10.976001739501953,0.08788999170064926,0.10245802253484726
1644695,9.588926315307617,48.5618896484375,47.442054748535156,0.11868396401405334,0.1271175742149353,-36.31199264526367,-1.1261423826217651,11.076515197753906,0.08788999170064926,0.00038972985930740833
2262809,9.749743461608887,48.5618896484375,47.462154388427734,0.18492552638053894,0.10777375102043152,-25.196630477905273,-0.04696452617645264,11.136820793151855,0.08788999170064926,0.01671859435737133
2043715,9.64923095703125,48.5618896484375,47.462154388427734,0.11316382884979248,0.17962217330932617,-40.7800407409668,0.1723804473876953,10.955897331237793,0.08788999170064926,0.011070339940488338
1028962,9.72964096069336,48.5618896484375,47.462154388427734,0.08004304766654968,0.1962025761604309,-34.286041259765625,0.2484201192855835,10.89559268951416,0.08788999170064926,0.0021010604687035084
1327271,10.051281929016113,48.5618896484375,47.462154388427734,0.14628461003303528,0.2044927477836609,-34.61457443237305,0.08464241027832031,11.016207695007324,0.08788999170064926,0.009186547249555588
2050418,10.011078834533691,48.5618896484375,47.42195129394531,0.11592389643192291,0.1464613676071167,-34.39554977416992,0.4823882579803467,10.895589828491211,0.08788999170064926,0.07108550518751144
120399,9.97087287902832,48.603485107421875,47.48225784301758,-0.06072026491165161,0.06355935335159302,-36.103919982910156,0.2074756622314453,11.116718292236328,0.08788999170064926,3.682502210722305e-05
21717,9.488411903381348,48.603485107421875,47.48225784301758,-0.1186816394329071,-0.05250343680381775,-30.66122817993164,0.064170241355896,10.855387687683105,0.08788999170064926,0.00016494870942551643
535425,9.568821907043457,48.58268737792969,47.48225784301758,-0.22080400586128235,-0.008289039134979248,-35.44685745239258,-0.6348093748092651,11.156926155090332,0.08788999170064926,6.568666140083224e-05
1805941,10.372923851013184,48.54109191894531,47.462154388427734,-0.22356411814689636,0.019344955682754517,-35.42495346069336,-0.6172617673873901,10.815180778503418,0.08788999170064926,-0.00013904088700655848
1468457,10.151795387268066,48.54109191894531,47.462154388427734,-0.22356411814689636,-0.011052429676055908,-35.44685745239258,-0.5997141599655151,10.955900192260742,0.08788999170064926,-0.0004311435332056135
509858,10.372923851013184,48.58268737792969,47.462154388427734,-0.2097637951374054,0.011054754257202148,-35.501609802246094,-0.6231110095977783,10.996105194091797,0.08788999170064926,-0.0002880567335523665
376267,10.292512893676758,48.58268737792969,47.462154388427734,-0.2014835774898529,0.011054754257202148,-35.578269958496094,-0.6084879636764526,10.97599983215332,0.08788999170064926,-7.727538468316197e-05
2109252,10.292515754699707,48.5618896484375,47.442054748535156,-0.2097637951374054,-0.005525648593902588,-35.53446578979492,-0.6084879636764526,11.016207695007324,0.08788999170064926,5.58603678655345e-05
832646,10.232208251953125,48.5618896484375,47.442054748535156,-0.22080400586128235,-0.013815850019454956,-35.43590545654297,-0.6084879636764526,10.915695190429688,0.08788999170064926,2.3968954337760806e-05
1601246,10.27241325378418,48.5618896484375,47.442054748535156,-0.2180439531803131,-0.022106051445007324,-35.44685745239258,-0.6523569822311401,10.815181732177734,0.08788999170064926,1.0763646969280671e-05
708705,10.352821350097656,48.5618896484375,47.48225784301758,-0.20700368285179138,-0.024869441986083984,-35.46875762939453,-0.6465077996253967,11.096614837646484,0.08788999170064926,-1.3177158280086587e-06
2254823,10.272411346435547,48.5618896484375,47.48225784301758,-0.21252384781837463,-0.016579240560531616,-35.52351379394531,-0.6582062244415283,10.875490188598633,0.08788999170064926,-0.00010549819126026705
100922,9.850258827209473,48.58268737792969,47.42195129394531,-0.23184427618980408,0.016581565141677856,-35.69873046875,-0.5616943836212158,11.076515197753906,0.08788999170064926,-0.00012420001439750195
1792862,9.789952278137207,48.58268737792969,47.442054748535156,-0.21252384781837463,-0.008289039134979248,-35.44685745239258,-0.6055634021759033,11.056412696838379,0.08788999170064926,8.2426231529098e-05
110903,9.850259780883789,48.58268737792969,47.442054748535156,-0.2263241708278656,0.0027645528316497803,-35.775390625,-0.5880157947540283,10.815180778503418,0.08788999170064926,2.8211608878336847e-05
2230629,9.99097728729248,48.58268737792969,47.442054748535156,-0.19872352480888367,0.030398547649383545,-35.46875762939453,-0.6260355710983276,11.016206741333008,0.08788999170064926,0.0002031853946391493
1702468,9.990974426269531,48.58268737792969,47.462154388427734,-0.21252384781837463,0.00552794337272644,-35.293540954589844,-0.6289601922035217,10.915694236755371,0.08788999170064926,0.0002753939770627767
615997,10.071385383605957,48.58268737792969,47.462154388427734,-0.22356411814689636,-0.00276222825050354,-35.403053283691406,-0.5909403562545776,10.955900192260742,0.08788999170064926,-8.987907494883984e-05
1481884,9.830157279968262,48.5618896484375,47.442054748535156,-0.08280077576637268,-0.07184724509716034,-34.800743103027344,-0.6231110095977783,10.976000785827637,0.08788999170064926,0.04895462095737457
723955,9.609026908874512,48.5618896484375,47.48225784301758,-0.19872352480888367,-0.04421323537826538,-35.578269958496094,-0.5733927488327026,10.855387687683105,0.08788999170064926,0.0026900412049144506
740976,9.669334411621094,48.5618896484375,47.48225784301758,-0.18216314911842346,-0.011052429676055908,-35.52351379394531,-0.6523569822311401,11.056412696838379,0.08788999170064926,0.0001789793313946575
1194519,9.970874786376953,48.5618896484375,47.442054748535156,-0.2014835774898529,-0.03315964341163635,-36.695281982421875,-0.7283966541290283,10.935796737670898,0.08788999170064926,0.033770978450775146
501329,9.99097728729248,48.5618896484375,47.442054748535156,-0.19872352480888367,0.0027645528316497803,-35.44685745239258,-0.6231110095977783,11.036309242248535,0.08788999170064926,9.230551950167865e-05
2219588,9.99097728729248,48.5618896484375,47.442054748535156,-0.2014835774898529,0.011054754257202148,-35.43590545654297,-0.6201863884925842,11.036309242248535,0.08788999170064926,-0.00022407263168133795
327834,9.99097728729248,48.5618896484375,47.442054748535156,-0.22356411814689636,-0.005525648593902588,-36.43245315551758,-0.5938649773597717,10.955899238586426,0.08788999170064926,-2.3919239538372494e-05
1890033,9.930669784545898,48.5618896484375,47.442054748535156,-0.2346043884754181,0.0027645528316497803,-35.326393127441406,-0.6201863884925842,10.996105194091797,0.08788999170064926,9.740247151057702e-06
1466314,10.051281929016113,48.5618896484375,47.462154388427734,-0.2014835774898529,-0.011052429676055908,-35.38114929199219,-0.6231110095977783,10.996105194091797,0.08788999170064926,2.4091486920951866e-05
1411225,10.111593246459961,48.5618896484375,47.442054748535156,-0.22356411814689636,-0.022106051445007324,-35.567317962646484,-0.6084879636764526,11.016207695007324,0.08788999170064926,-0.0002947626926470548
1319440,9.85025691986084,48.5618896484375,47.462154388427734,-0.21528390049934387,-0.008289039134979248,-35.3921012878418,-0.6201863884925842,10.835284233093262,0.08788999170064926,-7.07758663338609e-05
187303,9.910564422607422,48.5618896484375,47.462154388427734,-0.19596347212791443,-0.011052429676055908,-35.46875762939453,-0.6260355710983276,10.77497673034668,0.08788999170064926,8.285372314276174e-05
